
  0%|          | 0/10000 [00:00<?, ?it/s]
Building Graph:  28%|██▊       | 2828/10000 [00:29<01:43, 69.07it/s]
Building Graph:  28%|██▊       | 2836/10000 [00:29<01:41, 70.83it/s]
Building Graph:  28%|██▊       | 2844/10000 [00:29<01:42, 69.94it/s]
Building Graph:  29%|██▊       | 2851/10000 [00:29<01:43, 68.97it/s]
Building Graph:  29%|██▊       | 2859/10000 [00:29<01:43, 68.81it/s]
Building Graph:  29%|██▊       | 2867/10000 [00:29<01:42, 69.42it/s]
Building Graph:  29%|██▊       | 2874/10000 [00:30<01:43, 69.15it/s]
Building Graph:  29%|██▉       | 2881/10000 [00:30<01:42, 69.23it/s]
Building Graph:  29%|██▉       | 2889/10000 [00:30<01:39, 71.28it/s]
Building Graph:  29%|██▉       | 2897/10000 [00:30<01:41, 69.65it/s]
Building Graph:  29%|██▉       | 2904/10000 [00:30<01:42, 69.16it/s]
Building Graph:  29%|██▉       | 2911/10000 [00:30<01:42, 68.87it/s]
Building Graph:  29%|██▉       | 2918/10000 [00:30<01:45, 66.84it/s]
Building Graph:  29%|██▉       | 2925/10000 [00:30<01:45, 67.25it/s]
Building Graph:  29%|██▉       | 2932/10000 [00:30<01:43, 67.97it/s]
Building Graph:  29%|██▉       | 2939/10000 [00:30<01:43, 67.91it/s]
Building Graph:  29%|██▉       | 2946/10000 [00:31<01:44, 67.40it/s]
Building Graph:  30%|██▉       | 2953/10000 [00:31<01:43, 67.90it/s]
Building Graph:  30%|██▉       | 2960/10000 [00:31<01:43, 68.10it/s]
Building Graph:  30%|██▉       | 2967/10000 [00:31<01:42, 68.58it/s]
Building Graph:  30%|██▉       | 2974/10000 [00:31<01:42, 68.25it/s]
Building Graph:  30%|██▉       | 2981/10000 [00:31<01:43, 67.92it/s]
Building Graph:  30%|██▉       | 2988/10000 [00:31<01:44, 67.16it/s]
Building Graph:  30%|██▉       | 2995/10000 [00:31<01:45, 66.47it/s]
Building Graph:  30%|███       | 3002/10000 [00:31<01:45, 66.02it/s]
Building Graph:  30%|███       | 3009/10000 [00:32<01:45, 66.18it/s]
Building Graph:  30%|███       | 3016/10000 [00:32<01:46, 65.37it/s]
Building Graph:  30%|███       | 3023/10000 [00:32<01:46, 65.26it/s]
Building Graph:  30%|███       | 3030/10000 [00:32<01:44, 66.41it/s]
Building Graph:  30%|███       | 3037/10000 [00:32<01:45, 66.28it/s]
Building Graph:  30%|███       | 3044/10000 [00:32<01:44, 66.54it/s]
Building Graph:  31%|███       | 3051/10000 [00:32<01:44, 66.68it/s]
Building Graph:  31%|███       | 3058/10000 [00:32<01:44, 66.42it/s]
Building Graph:  31%|███       | 3065/10000 [00:32<01:45, 65.92it/s]
